🇨🇳 4K & 8K频道,#genre#
CCTV8,http://111.227.200.55:4000/rtp/239.254.201.155:7208
CCTV8,http://223.112.219.174:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://118.79.139.119:6002/rtp/226.0.1.140:2023
CCTV8,http://183.188.229.144:6000/rtp/226.0.1.140:2023
CCTV8,http://171.119.207.218:6001/rtp/226.0.1.140:2023
CCTV8,http://61.134.200.65:8083/rtp/226.0.1.140:2023
CCTV8,http://221.205.60.71:8083/rtp/226.0.1.140:2023
CCTV8,http://183.184.60.128:8084/rtp/226.0.1.140:2023
CCTV8,http://60.220.167.28:8084/rtp/226.0.1.140:2023
CCTV8,http://183.185.220.60:8082/rtp/226.0.1.140:2023
CCTV8,http://221.205.60.71:8082/rtp/226.0.1.140:2023
CCTV8,http://60.223.72.30:8002/rtp/226.0.1.140:2023
CCTV8,http://171.117.73.99:8083/rtp/226.0.1.140:2023
CCTV9,http://27.184.19.130:4022/rtp/239.254.200.59:8112
CCTV9,http://27.184.66.210:1024/rtp/239.254.200.59:8112
CCTV9,http://111.227.200.55:4000/rtp/239.254.200.59:8112
CCTV9,http://223.112.219.174:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://118.79.139.119:6002/rtp/226.0.1.165:3093
CCTV9,http://183.188.229.144:6000/rtp/226.0.1.165:3093
CCTV9,http://171.119.207.218:6001/rtp/226.0.1.165:3093
CCTV9,http://61.134.200.65:8083/rtp/226.0.1.165:3093
CCTV9,http://221.205.60.71:8083/rtp/226.0.1.165:3093
CCTV9,http://183.184.60.128:8084/rtp/226.0.1.165:3093
CCTV9,http://60.220.167.28:8084/rtp/226.0.1.165:3093
CCTV9,http://183.185.220.60:8082/rtp/226.0.1.165:3093
CCTV9,http://221.205.60.71:8082/rtp/226.0.1.165:3093
CCTV9,http://60.223.72.30:8002/rtp/226.0.1.165:3093
CCTV9,http://171.117.73.99:8083/rtp/226.0.1.165:3093
CCTV10,http://27.184.19.130:4022/rtp/239.254.200.160:6000
CCTV10,http://27.184.66.210:1024/rtp/239.254.200.160:6000
CCTV10,http://111.227.200.55:4000/rtp/239.254.200.160:6000
CCTV10,http://223.112.219.174:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://118.79.139.119:6002/rtp/226.0.1.166:3099
CCTV10,http://183.188.229.144:6000/rtp/226.0.1.166:3099
CCTV10,http://171.119.207.218:6001/rtp/226.0.1.166:3099
CCTV10,http://61.134.200.65:8083/rtp/226.0.1.166:3099
CCTV10,http://221.205.60.71:8083/rtp/226.0.1.166:3099
CCTV10,http://183.184.60.128:8084/rtp/226.0.1.166:3099
CCTV10,http://60.220.167.28:8084/rtp/226.0.1.166:3099
CCTV10,http://183.185.220.60:8082/rtp/226.0.1.166:3099
CCTV10,http://221.205.60.71:8082/rtp/226.0.1.166:3099
CCTV10,http://60.223.72.30:8002/rtp/226.0.1.166:3099
CCTV10,http://171.117.73.99:8083/rtp/226.0.1.166:3099
CCTV11,http://27.184.19.130:4022/rtp/239.254.201.123:8120
CCTV11,http://27.184.66.210:1024/rtp/239.254.201.123:8120
CCTV11,http://111.227.200.55:4000/rtp/239.254.201.123:8120
CCTV11,http://118.79.139.119:6002/rtp/226.0.1.28:3021
CCTV11,http://183.188.229.144:6000/rtp/226.0.1.28:3021
CCTV11,http://171.119.207.218:6001/rtp/226.0.1.28:3021
CCTV11,http://61.134.200.65:8083/rtp/226.0.1.28:3021
CCTV11,http://221.205.60.71:8083/rtp/226.0.1.28:3021
CCTV11,http://183.184.60.128:8084/rtp/226.0.1.28:3021
CCTV11,http://60.220.167.28:8084/rtp/226.0.1.28:3021
CCTV11,http://183.185.220.60:8082/rtp/226.0.1.28:3021
CCTV11,http://221.205.60.71:8082/rtp/226.0.1.28:3021
CCTV11,http://60.223.72.30:8002/rtp/226.0.1.28:3021
CCTV11,http://171.117.73.99:8083/rtp/226.0.1.28:3021
CCTV11,http://60.223.72.30:8004/rtp/226.0.1.28:3021
CCTV12,http://27.184.19.130:4022/rtp/239.254.200.161:6000
CCTV12,http://27.184.66.210:1024/rtp/239.254.200.161:6000
CCTV12,http://111.227.200.55:4000/rtp/239.254.200.161:6000
CCTV12,http://223.112.219.174:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://118.79.139.119:6002/rtp/226.0.1.168:3100
CCTV12,http://183.188.229.144:6000/rtp/226.0.1.168:3100
CCTV12,http://171.119.207.218:6001/rtp/226.0.1.168:3100
CCTV12,http://61.134.200.65:8083/rtp/226.0.1.168:3100
CCTV12,http://221.205.60.71:8083/rtp/226.0.1.168:3100
CCTV12,http://183.184.60.128:8084/rtp/226.0.1.168:3100
CCTV12,http://60.220.167.28:8084/rtp/226.0.1.168:3100
CCTV12,http://183.185.220.60:8082/rtp/226.0.1.168:3100
CCTV12,http://221.205.60.71:8082/rtp/226.0.1.168:3100
CCTV12,http://60.223.72.30:8002/rtp/226.0.1.168:3100
CCTV12,http://171.117.73.99:8083/rtp/226.0.1.168:3100
CCTV13,http://27.184.19.130:4022/rtp/239.254.200.9:8264
CCTV13,http://27.184.66.210:1024/rtp/239.254.200.9:8264
CCTV13,http://111.227.200.55:4000/rtp/239.254.200.9:8264
CCTV13,http://223.112.219.174:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://118.79.139.119:6002/rtp/226.0.1.30:3029
CCTV13,http://183.188.229.144:6000/rtp/226.0.1.30:3029
CCTV13,http://171.119.207.218:6001/rtp/226.0.1.30:3029
CCTV13,http://61.134.200.65:8083/rtp/226.0.1.30:3029
CCTV13,http://221.205.60.71:8083/rtp/226.0.1.30:3029
CCTV13,http://183.184.60.128:8084/rtp/226.0.1.30:3029
CCTV13,http://60.220.167.28:8084/rtp/226.0.1.30:3029
CCTV13,http://183.185.220.60:8082/rtp/226.0.1.30:3029
CCTV13,http://221.205.60.71:8082/rtp/226.0.1.30:3029
CCTV13,http://60.223.72.30:8002/rtp/226.0.1.30:3029
CCTV13,http://171.117.73.99:8083/rtp/226.0.1.30:3029
CCTV14,http://27.184.19.130:4022/rtp/239.254.200.162:6000
CCTV14,http://27.184.66.210:1024/rtp/239.254.200.162:6000
CCTV14,http://111.227.200.55:4000/rtp/239.254.200.162:6000
CCTV14,http://223.112.219.174:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://118.79.139.119:6002/rtp/226.0.1.170:3094
CCTV14,http://183.188.229.144:6000/rtp/226.0.1.170:3094
CCTV14,http://171.119.207.218:6001/rtp/226.0.1.170:3094
CCTV14,http://61.134.200.65:8083/rtp/226.0.1.170:3094
CCTV14,http://221.205.60.71:8083/rtp/226.0.1.170:3094
CCTV14,http://183.184.60.128:8084/rtp/226.0.1.170:3094
CCTV14,http://60.220.167.28:8084/rtp/226.0.1.170:3094
CCTV14,http://183.185.220.60:8082/rtp/226.0.1.170:3094
CCTV14,http://221.205.60.71:8082/rtp/226.0.1.170:3094
CCTV14,http://60.223.72.30:8002/rtp/226.0.1.170:3094
CCTV14,http://171.117.73.99:8083/rtp/226.0.1.170:3094
CCTV15,http://27.184.19.130:4022/rtp/239.254.201.124:8136
CCTV15,http://27.184.66.210:1024/rtp/239.254.201.124:8136
CCTV15,http://111.227.200.55:4000/rtp/239.254.201.124:8136
CCTV15,http://223.112.219.174:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://118.79.139.119:6002/rtp/226.0.1.32:3028
CCTV15,http://183.188.229.144:6000/rtp/226.0.1.32:3028
CCTV15,http://171.119.207.218:6001/rtp/226.0.1.32:3028
CCTV15,http://61.134.200.65:8083/rtp/226.0.1.32:3028
CCTV15,http://221.205.60.71:8083/rtp/226.0.1.32:3028
CCTV15,http://183.184.60.128:8084/rtp/226.0.1.32:3028
CCTV15,http://60.220.167.28:8084/rtp/226.0.1.32:3028
CCTV15,http://183.185.220.60:8082/rtp/226.0.1.32:3028
CCTV15,http://221.205.60.71:8082/rtp/226.0.1.32:3028
CCTV15,http://60.223.72.30:8002/rtp/226.0.1.32:3028
CCTV15,http://171.117.73.99:8083/rtp/226.0.1.32:3028
CCTV16,http://106.59.3.147:55555/rtp/239.200.200.193:8776
CCTV16,http://enlen.vip:4022/rtp/239.200.200.193:8776
CCTV16,http://139.170.104.119:8000/rtp/239.120.1.252:9554
CCTV16,http://139.170.104.119:8000/rtp/239.120.2.105:5141
CCTV16,http://117.27.190.42:9998/tsfile/live/23249_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://121.19.134.125:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://202.100.46.58:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://61.138.128.226:19901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://59.173.243.210:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://60.174.86.121:9901http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv16/1.m3u8
CCTV16,http://111.193.226.5:4022/rtp/239.3.1.184:8001
CCTV16,http://222.129.35.177:8686/rtp/239.3.1.184:8001
CCTV16,http://114.249.213.41:8012/rtp/239.3.1.184:8001
CCTV16,http://coolcat.synology/rtp/239.3.1.184:8001
CCTV16,http://noeypszbgd.cn/rtp/239.3.1.184:8001
CCTV17,http://27.184.19.130:4022/rtp/239.254.201.120:8144
CCTV17,http://27.184.66.210:1024/rtp/239.254.201.120:8144
CCTV17,http://111.227.200.55:4000/rtp/239.254.201.120:8144
CCTV17,http://118.79.139.119:6002/rtp/226.0.1.117:2033
CCTV17,http://183.188.229.144:6000/rtp/226.0.1.117:2033
CCTV17,http://171.119.207.218:6001/rtp/226.0.1.117:2033
CCTV17,http://61.134.200.65:8083/rtp/226.0.1.117:2033
CCTV17,http://221.205.60.71:8083/rtp/226.0.1.117:2033
CCTV17,http://183.184.60.128:8084/rtp/226.0.1.117:2033
CCTV17,http://60.220.167.28:8084/rtp/226.0.1.117:2033
CCTV17,http://183.185.220.60:8082/rtp/226.0.1.117:2033
CCTV17,http://221.205.60.71:8082/rtp/226.0.1.117:2033
CCTV17,http://60.223.72.30:8002/rtp/226.0.1.117:2033
CCTV17,http://171.117.73.99:8083/rtp/226.0.1.117:2033
CCTV17,http://60.223.72.30:8004/rtp/226.0.1.117:2033
北京卫视,http://27.184.19.130:4022/rtp/239.254.200.47:8024
北京卫视,http://27.184.66.210:1024/rtp/239.254.200.47:8024
北京卫视,http://111.227.200.55:4000/rtp/239.254.200.47:8024
北京卫视,http://223.112.219.174:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/30/index.m3u8
北京卫视,http://118.79.139.119:6002/rtp/226.0.1.185:3108
北京卫视,http://183.188.229.144:6000/rtp/226.0.1.185:3108
北京卫视,http://171.119.207.218:6001/rtp/226.0.1.185:3108
北京卫视,http://61.134.200.65:8083/rtp/226.0.1.185:3108
北京卫视,http://221.205.60.71:8083/rtp/226.0.1.185:3108
北京卫视,http://183.184.60.128:8084/rtp/226.0.1.185:3108
北京卫视,http://60.220.167.28:8084/rtp/226.0.1.185:3108
北京卫视,http://183.185.220.60:8082/rtp/226.0.1.185:3108
北京卫视,http://221.205.60.71:8082/rtp/226.0.1.185:3108
北京卫视,http://60.223.72.30:8002/rtp/226.0.1.185:3108
湖南卫视,http://27.184.19.130:4022/rtp/239.254.200.48:8012
湖南卫视,http://27.184.66.210:1024/rtp/239.254.200.48:8012
湖南卫视,http://111.227.200.55:4000/rtp/239.254.200.48:8012
湖南卫视,http://223.112.219.174:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/26/index.m3u8
湖南卫视,http://118.79.139.119:6002/rtp/226.0.1.146:3075
湖南卫视,http://183.188.229.144:6000/rtp/226.0.1.146:3075
湖南卫视,http://171.119.207.218:6001/rtp/226.0.1.146:3075
湖南卫视,http://61.134.200.65:8083/rtp/226.0.1.146:3075
湖南卫视,http://221.205.60.71:8083/rtp/226.0.1.146:3075
湖南卫视,http://183.184.60.128:8084/rtp/226.0.1.146:3075
湖南卫视,http://60.220.167.28:8084/rtp/226.0.1.146:3075
湖南卫视,http://183.185.220.60:8082/rtp/226.0.1.146:3075
湖南卫视,http://221.205.60.71:8082/rtp/226.0.1.146:3075
湖南卫视,http://60.223.72.30:8002/rtp/226.0.1.146:3075
东方卫视,http://27.184.19.130:4022/rtp/239.254.200.52:8032
东方卫视,http://27.184.66.210:1024/rtp/239.254.200.52:8032
东方卫视,http://111.227.200.55:4000/rtp/239.254.200.52:8032
东方卫视,http://223.112.219.174:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/29/index.m3u8
东方卫视,http://106.59.3.147:55555/rtp/239.200.200.8:8032
东方卫视,http://enlen.vip:4022/rtp/239.200.200.8:8032
东方卫视,http://106.59.3.147:55555/rtp/239.200.200.48:8260
东方卫视,http://enlen.vip:4022/rtp/239.200.200.48:8260
东方卫视,http://123.168.202.78:4020/rtp/239.21.1.111:5002
东方卫视,http://123.168.202.78:4020/rtp/239.21.1.23:5002
东方卫视,http://139.170.104.119:8000/rtp/239.120.1.121:8784
东方卫视,http://139.170.104.119:8000/rtp/239.120.2.184:5141
东方卫视,http://106.42.108.200:2002/rtp/239.16.10.7:2000
东方卫视,http://106.42.108.200:2001/rtp/239.16.10.7:2000
四川卫视,http://27.184.19.130:4022/rtp/239.254.200.202:6325
四川卫视,http://27.184.66.210:1024/rtp/239.254.200.202:6325
四川卫视,http://111.227.200.55:4000/rtp/239.254.200.202:6325
四川卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/49/index.m3u8
四川卫视,http://118.79.139.119:6002/rtp/226.0.1.187:3110
四川卫视,http://183.188.229.144:6000/rtp/226.0.1.187:3110
四川卫视,http://171.119.207.218:6001/rtp/226.0.1.187:3110
四川卫视,http://61.134.200.65:8083/rtp/226.0.1.187:3110
四川卫视,http://221.205.60.71:8083/rtp/226.0.1.187:3110
四川卫视,http://183.184.60.128:8084/rtp/226.0.1.187:3110
四川卫视,http://60.220.167.28:8084/rtp/226.0.1.187:3110
四川卫视,http://183.185.220.60:8082/rtp/226.0.1.187:3110
四川卫视,http://221.205.60.71:8082/rtp/226.0.1.187:3110
四川卫视,http://60.223.72.30:8002/rtp/226.0.1.187:3110
四川卫视,http://171.117.73.99:8083/rtp/226.0.1.187:3110
天津卫视,http://27.184.19.130:4022/rtp/239.254.200.54:1234
天津卫视,http://27.184.66.210:1024/rtp/239.254.200.54:1234
天津卫视,http://111.227.200.55:4000/rtp/239.254.200.54:1234
天津卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/34/index.m3u8
天津卫视,http://118.79.139.119:6002/rtp/226.0.1.153:3083
天津卫视,http://183.188.229.144:6000/rtp/226.0.1.153:3083
天津卫视,http://171.119.207.218:6001/rtp/226.0.1.153:3083
天津卫视,http://61.134.200.65:8083/rtp/226.0.1.153:3083
天津卫视,http://221.205.60.71:8083/rtp/226.0.1.153:3083
天津卫视,http://183.184.60.128:8084/rtp/226.0.1.153:3083
天津卫视,http://60.220.167.28:8084/rtp/226.0.1.153:3083
天津卫视,http://183.185.220.60:8082/rtp/226.0.1.153:3083
天津卫视,http://221.205.60.71:8082/rtp/226.0.1.153:3083
天津卫视,http://60.223.72.30:8002/rtp/226.0.1.153:3083
天津卫视,http://171.117.73.99:8083/rtp/226.0.1.153:3083
安徽卫视,http://27.184.19.130:4022/rtp/239.254.200.163:6000
安徽卫视,http://27.184.66.210:1024/rtp/239.254.200.163:6000
安徽卫视,http://111.227.200.55:4000/rtp/239.254.200.163:6000
安徽卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/35/index.m3u8
安徽卫视,http://223.112.219.174:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://106.59.3.147:55555/rtp/239.200.200.129:8720
安徽卫视,http://enlen.vip:4022/rtp/239.200.200.129:8720
安徽卫视,http://106.59.3.147:55555/rtp/239.200.200.37:8212
安徽卫视,http://enlen.vip:4022/rtp/239.200.200.37:8212
安徽卫视,http://123.168.202.78:4020/rtp/239.21.1.159:5002
安徽卫视,http://139.170.104.119:8000/rtp/239.120.1.226:9348
安徽卫视,http://139.170.104.119:8000/rtp/239.120.2.187:5141
安徽卫视,http://106.42.108.200:2002/rtp/239.16.10.9:2000
安徽卫视,http://106.42.108.200:2001/rtp/239.16.10.9:2000
安徽卫视,http://123.101.207.62:9000/rtp/239.16.10.9:2000
山东卫视,http://27.184.19.130:4022/rtp/239.254.200.55:8052
山东卫视,http://27.184.66.210:1024/rtp/239.254.200.55:8052
山东卫视,http://111.227.200.55:4000/rtp/239.254.200.55:8052
山东卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/37/index.m3u8
山东卫视,http://223.112.219.174:9901/tsfile/live/0131_2.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://118.79.139.119:6002/rtp/226.0.1.154:3084
山东卫视,http://183.188.229.144:6000/rtp/226.0.1.154:3084
山东卫视,http://171.119.207.218:6001/rtp/226.0.1.154:3084
山东卫视,http://61.134.200.65:8083/rtp/226.0.1.154:3084
山东卫视,http://221.205.60.71:8083/rtp/226.0.1.154:3084
山东卫视,http://183.184.60.128:8084/rtp/226.0.1.154:3084
山东卫视,http://60.220.167.28:8084/rtp/226.0.1.154:3084
山东卫视,http://183.185.220.60:8082/rtp/226.0.1.154:3084
山东卫视,http://221.205.60.71:8082/rtp/226.0.1.154:3084
山东卫视,http://60.223.72.30:8002/rtp/226.0.1.154:3084
深圳卫视,http://27.184.19.130:4022/rtp/239.254.200.50:8020
深圳卫视,http://27.184.66.210:1024/rtp/239.254.200.50:8020
深圳卫视,http://111.227.200.55:4000/rtp/239.254.200.50:8020
深圳卫视,http://223.112.219.174:9901/tsfile/live/0126_2.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/32/index.m3u8
深圳卫视,http://118.79.139.119:6002/rtp/226.0.1.150:3079
深圳卫视,http://183.188.229.144:6000/rtp/226.0.1.150:3079
深圳卫视,http://171.119.207.218:6001/rtp/226.0.1.150:3079
深圳卫视,http://61.134.200.65:8083/rtp/226.0.1.150:3079
深圳卫视,http://221.205.60.71:8083/rtp/226.0.1.150:3079
深圳卫视,http://183.184.60.128:8084/rtp/226.0.1.150:3079
深圳卫视,http://60.220.167.28:8084/rtp/226.0.1.150:3079
深圳卫视,http://183.185.220.60:8082/rtp/226.0.1.150:3079
深圳卫视,http://221.205.60.71:8082/rtp/226.0.1.150:3079
深圳卫视,http://60.223.72.30:8002/rtp/226.0.1.150:3079
广东卫视,http://27.184.19.130:4022/rtp/239.254.200.56:8048
广东卫视,http://27.184.66.210:1024/rtp/239.254.200.56:8048
广东卫视,http://111.227.200.55:4000/rtp/239.254.200.56:8048
广东卫视,http://223.112.219.174:9901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/31/index.m3u8
广东卫视,http://118.79.139.119:6002/rtp/226.0.1.149:3078
广东卫视,http://183.188.229.144:6000/rtp/226.0.1.149:3078
广东卫视,http://171.119.207.218:6001/rtp/226.0.1.149:3078
广东卫视,http://61.134.200.65:8083/rtp/226.0.1.149:3078
广东卫视,http://221.205.60.71:8083/rtp/226.0.1.149:3078
广东卫视,http://183.184.60.128:8084/rtp/226.0.1.149:3078
广东卫视,http://60.220.167.28:8084/rtp/226.0.1.149:3078
广东卫视,http://183.185.220.60:8082/rtp/226.0.1.149:3078
广东卫视,http://221.205.60.71:8082/rtp/226.0.1.149:3078
广东卫视,http://60.223.72.30:8002/rtp/226.0.1.149:3078
广西卫视,http://27.184.19.130:4022/rtp/239.254.200.80:8300
广西卫视,http://27.184.66.210:1024/rtp/239.254.200.80:8300
广西卫视,http://111.227.200.55:4000/rtp/239.254.200.80:8300
广西卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/43/index.m3u8
广西卫视,http://118.79.139.119:6002/rtp/226.0.1.46:3031
广西卫视,http://183.188.229.144:6000/rtp/226.0.1.46:3031
广西卫视,http://171.119.207.218:6001/rtp/226.0.1.46:3031
广西卫视,http://61.134.200.65:8083/rtp/226.0.1.46:3031
广西卫视,http://221.205.60.71:8083/rtp/226.0.1.46:3031
广西卫视,http://183.184.60.128:8084/rtp/226.0.1.46:3031
广西卫视,http://60.220.167.28:8084/rtp/226.0.1.46:3031
广西卫视,http://183.185.220.60:8082/rtp/226.0.1.46:3031
广西卫视,http://221.205.60.71:8082/rtp/226.0.1.46:3031
广西卫视,http://60.223.72.30:8002/rtp/226.0.1.46:3031
广西卫视,http://171.117.73.99:8083/rtp/226.0.1.46:3031
江苏卫视,http://27.184.19.130:4022/rtp/239.254.200.51:8028
江苏卫视,http://27.184.66.210:1024/rtp/239.254.200.51:8028
江苏卫视,http://111.227.200.55:4000/rtp/239.254.200.51:8028
江苏卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/28/index.m3u8
江苏卫视,http://223.112.219.174:9901/tsfile/live/0127_2.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://118.79.139.119:6002/rtp/226.0.1.184:3107
江苏卫视,http://183.188.229.144:6000/rtp/226.0.1.184:3107
江苏卫视,http://171.119.207.218:6001/rtp/226.0.1.184:3107
江苏卫视,http://61.134.200.65:8083/rtp/226.0.1.184:3107
江苏卫视,http://221.205.60.71:8083/rtp/226.0.1.184:3107
江苏卫视,http://183.184.60.128:8084/rtp/226.0.1.184:3107
江苏卫视,http://60.220.167.28:8084/rtp/226.0.1.184:3107
江苏卫视,http://183.185.220.60:8082/rtp/226.0.1.184:3107
江苏卫视,http://221.205.60.71:8082/rtp/226.0.1.184:3107
江苏卫视,http://60.223.72.30:8002/rtp/226.0.1.184:3107
江西卫视,http://27.184.19.130:4022/rtp/239.254.201.12:6290
江西卫视,http://27.184.66.210:1024/rtp/239.254.201.12:6290
江西卫视,http://111.227.200.55:4000/rtp/239.254.201.12:6290
江西卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/19/index.m3u8
江西卫视,http://118.79.139.119:6002/rtp/226.0.1.219:2067
江西卫视,http://183.188.229.144:6000/rtp/226.0.1.219:2067
江西卫视,http://171.119.207.218:6001/rtp/226.0.1.219:2067
江西卫视,http://61.134.200.65:8083/rtp/226.0.1.219:2067
江西卫视,http://221.205.60.71:8083/rtp/226.0.1.219:2067
江西卫视,http://183.184.60.128:8084/rtp/226.0.1.219:2067
江西卫视,http://60.220.167.28:8084/rtp/226.0.1.219:2067
江西卫视,http://183.185.220.60:8082/rtp/226.0.1.219:2067
江西卫视,http://221.205.60.71:8082/rtp/226.0.1.219:2067
江西卫视,http://60.223.72.30:8002/rtp/226.0.1.219:2067
江西卫视,http://171.117.73.99:8083/rtp/226.0.1.219:2067
河北卫视,http://27.184.19.130:4022/rtp/239.254.200.174:6000
河北卫视,http://27.184.66.210:1024/rtp/239.254.200.174:6000
河北卫视,http://111.227.200.55:4000/rtp/239.254.200.174:6000
河北卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/57/index.m3u8
河北卫视,http://118.79.139.119:6002/rtp/226.0.1.186:3109
河北卫视,http://183.188.229.144:6000/rtp/226.0.1.186:3109
河北卫视,http://171.119.207.218:6001/rtp/226.0.1.186:3109
河北卫视,http://61.134.200.65:8083/rtp/226.0.1.186:3109
河北卫视,http://221.205.60.71:8083/rtp/226.0.1.186:3109
河北卫视,http://183.184.60.128:8084/rtp/226.0.1.186:3109
河北卫视,http://60.220.167.28:8084/rtp/226.0.1.186:3109
河北卫视,http://183.185.220.60:8082/rtp/226.0.1.186:3109
河北卫视,http://221.205.60.71:8082/rtp/226.0.1.186:3109
河北卫视,http://60.223.72.30:8002/rtp/226.0.1.186:3109
河北卫视,http://171.117.73.99:8083/rtp/226.0.1.186:3109
河南卫视,http://27.184.19.130:4022/rtp/239.254.201.16:7174
河南卫视,http://27.184.66.210:1024/rtp/239.254.201.16:7174
河南卫视,http://111.227.200.55:4000/rtp/239.254.201.16:7174
河南卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/45/index.m3u8
河南卫视,http://118.79.139.119:6002/rtp/226.0.1.201:2064
河南卫视,http://183.188.229.144:6000/rtp/226.0.1.201:2064
河南卫视,http://171.119.207.218:6001/rtp/226.0.1.201:2064
河南卫视,http://61.134.200.65:8083/rtp/226.0.1.201:2064
河南卫视,http://221.205.60.71:8083/rtp/226.0.1.201:2064
河南卫视,http://183.184.60.128:8084/rtp/226.0.1.201:2064
河南卫视,http://60.220.167.28:8084/rtp/226.0.1.201:2064
河南卫视,http://183.185.220.60:8082/rtp/226.0.1.201:2064
河南卫视,http://221.205.60.71:8082/rtp/226.0.1.201:2064
河南卫视,http://60.223.72.30:8002/rtp/226.0.1.201:2064
河南卫视,http://171.117.73.99:8083/rtp/226.0.1.201:2064
浙江卫视,http://27.184.19.130:4022/rtp/239.254.200.53:8036
浙江卫视,http://27.184.66.210:1024/rtp/239.254.200.53:8036
浙江卫视,http://111.227.200.55:4000/rtp/239.254.200.53:8036
浙江卫视,http://223.112.219.174:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://223.112.219.174:9901http://10.10.73.254:8800/live/27/index.m3u8
浙江卫视,http://118.79.139.119:6002/rtp/226.0.1.147:3076
浙江卫视,http://183.188.229.144:6000/rtp/226.0.1.147:3076
浙江卫视,http://171.119.207.218:6001/rtp/226.0.1.147:3076
浙江卫视,http://61.134.200.65:8083/rtp/226.0.1.147:3076
浙江卫视,http://221.205.60.71:8083/rtp/226.0.1.147:3076
浙江卫视,http://183.184.60.128:8084/rtp/226.0.1.147:3076
浙江卫视,http://60.220.167.28:8084/rtp/226.0.1.147:3076
浙江卫视,http://183.185.220.60:8082/rtp/226.0.1.147:3076
浙江卫视,http://221.205.60.71:8082/rtp/226.0.1.147:3076
浙江卫视,http://60.223.72.30:8002/rtp/226.0.1.147:3076
海南卫视,http://27.184.19.130:4022/rtp/239.254.201.125:6288
海南卫视,http://27.184.66.210:1024/rtp/239.254.201.125:6288
海南卫视,http://111.227.200.55:4000/rtp/239.254.201.125:6288
海南卫视,http://106.59.3.147:55555/rtp/239.200.201.159:8408
海南卫视,http://enlen.vip:4022/rtp/239.200.201.159:8408
海南卫视,http://106.59.3.147:55555/rtp/239.200.200.59:8304
海南卫视,http://enlen.vip:4022/rtp/239.200.200.59:8304
海南卫视,http://123.168.202.78:4020/rtp/239.21.1.31:5002
海南卫视,http://139.170.104.119:8000/rtp/239.120.2.31:5141
海南卫视,http://106.42.108.200:2002/rtp/239.16.10.43:2000
海南卫视,http://106.42.108.200:2001/rtp/239.16.10.43:2000
海南卫视,http://123.101.207.62:9000/rtp/239.16.10.43:2000
海南卫视,http://123.139.57.170:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://117.27.190.42:9998/tsfile/live/23272_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://117.27.190.42:9998/tsfile/live/23273_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://27.184.19.130:4022/rtp/239.254.200.164:6000
湖北卫视,http://27.184.66.210:1024/rtp/239.254.200.164:6000
